Productos;Tamaños de los productos;Cantidad;Cliente que lo solicito;Nombre del empleado que lo entrega;Apellido del empleado;ID del empleado;Observaciones
 con salsa chocolate rico,termino medio papas papas,ahumado Filet rico;pequeño,Familiar,150 ml;2,5,2;Tammy Unstead;Breanne;Schubart;640912;Digitized 24/7 collaboration
 con salsa chocolate papas,con salsa termino medio chocolate,chocolate Filet chocolate;personal,pequeño,5 onzas;1,2,1;Orion MacQuarrie;Nananne;Mairs;229101;Assimilated bi-directional policy
 con salsa chocolate ensalada,bbq bbq Filet,chocolate con salsa ensalada;Grande,8 onzas,150 ml;5,5,3;Clementius Crossby;Britni;Pfaff;33237;Virtual 5th generation hardware
 con salsa chocolate chocolate,gourmet con salsa gourmet,papas chocolate gourmet;5 onzas,personal,3 onzas;3,1,4;Winne MacArthur;Hulda;Byles;736351;Reactive tangible local area network
 con salsa chocolate Filet,chocolate Filet ahumado,bbq bbq ahumado;mediano,mediano,8 onzas;3,2,3;Catlin Braunter;Viva;Curner;914590;Devolved 6th generation Graphical User Interface
 con salsa chocolate bbq,Filet gourmet Filet,papas gourmet ahumado;3 onzas,500 ml,pequeño;1,2,3;Rustie Kleinmintz;Stacee;Treeby;531191;Balanced zero defect hardware
 con salsa chocolate ahumado,bbq Filet chocolate,termino medio bbq rico;Grande,mediano,mediano;1,4,3;Kristel Baudasso;Kerri;Duffer;813378;Visionary uniform open system
 con salsa chocolate termino medio,ahumado termino medio ensalada,termino medio ahumado con salsa;Grande,200 ml,pequeño;5,4,5;Rube Dowdam;Sondra;Stockton;572898;Customer-focused transitional knowledge user
 con salsa chocolate gourmet,termino medio termino medio con salsa,Filet gourmet termino medio;500 ml,Grande,500 ml;4,2,5;Leeann Bullene;Susanne;Merchant;597363;Assimilated leading edge archive
 con salsa chocolate con salsa,Filet ensalada gourmet,bbq ensalada rico;8 onzas,150 ml,pequeño;1,5,5;Amery Skuce;Prudence;Cripin;390654;Secured next generation groupware
 con salsa Filet rico,chocolate Filet rico,ahumado Filet papas;200 ml,500 ml,pequeño;3,3,2;Alberto Excell;Liliane;Kiss;35501;Switchable 24 hour intranet
 con salsa Filet papas,chocolate ahumado rico,chocolate termino medio Filet;200 ml,150 ml,pequeño;5,3,2;Carey Greener;Prudi;Potteridge;227985;Intuitive reciprocal complexity
 con salsa Filet ensalada,gourmet papas,chocolate gourmet chocolate;personal,500 ml,500 ml;2,5,5;Viole Harlick;Hattie;Cakebread;709674;Cross-platform national product
 con salsa Filet chocolate,ahumado papas,ensalada ensalada rico;3 onzas,200 ml,500 ml;4,4,4;Aigneis Bourcq;Rubi;Deesly;995145;Open-architected systematic portal
 con salsa Filet Filet,ahumado gourmet termino medio,Filet bbq termino medio;5 onzas,mediano,150 ml;1,2,4;Terence Farncombe;Cleopatra;Coling;634532;Multi-lateral static customer loyalty
 con salsa Filet bbq,gourmet Filet bbq,ensalada papas;mediano,8 onzas,mediano;1,4,3;Wilhelm Bonas;Jacintha;Rowth;990487;Networked 6th generation focus group
 con salsa Filet ahumado,Filet Filet gourmet,papas con salsa termino medio;150 ml,mediano,8 onzas;5,5,1;Gae McReynold;Cherianne;Flukes;199340;Quality-focused regional orchestration
 con salsa Filet termino medio,bbq bbq rico,termino medio gourmet;200 ml,3 onzas,mediano;2,3,5;Jephthah Willshee;Rachelle;Pock;345895;Sharable global capability
 con salsa Filet gourmet,chocolate ensalada ensalada,chocolate gourmet;Familiar,8 onzas,pequeño;3,1,5;Laina Skull;Bebe;Blain;247497;Decentralized 5th generation ability
 con salsa Filet con salsa,Filet con salsa ahumado,bbq chocolate ahumado;5 onzas,500 ml,Familiar;3,1,3;Amandi Brownbill;Alyce;Manchester;624884;Enhanced exuding product
 con salsa bbq rico,termino medio Filet ahumado,ensalada gourmet bbq;3 onzas,3 onzas,mediano;1,3,3;Easter Gamble;Alfreda;Cooke;481226;Innovative systematic local area network
 con salsa bbq papas,ahumado rico bbq,termino medio ensalada ahumado;150 ml,150 ml,mediano;5,3,5;Josefa Moehle;Alexine;Martugin;170140;Multi-channelled bi-directional paradigm
 con salsa bbq ensalada,ensalada gourmet ensalada,ensalada ahumado ensalada;500 ml,500 ml,3 onzas;4,2,1;Carina Labbett;Ambur;Reddel;240760;Total optimal extranet
 con salsa bbq chocolate,papas rico bbq,Filet bbq gourmet;mediano,500 ml,mediano;4,5,2;Annis Rosenstock;Madalyn;Maltster;821021;Synchronised 24 hour protocol
 con salsa bbq Filet,chocolate Filet gourmet,gourmet con salsa;500 ml,mediano,Grande;1,3,2;Aviva Mathey;Valentina;Innerstone;364188;Integrated multimedia knowledge user
 con salsa bbq bbq,papas con salsa termino medio,ahumado chocolate;500 ml,3 onzas,500 ml;1,5,5;Francisco Defries;Dannye;Larn;826973;Pre-emptive stable synergy
 con salsa bbq ahumado,papas gourmet gourmet,termino medio Filet ahumado;500 ml,personal,8 onzas;3,1,1;Beale Woodhead;Robbi;Winson;412257;Total systematic encoding
 con salsa bbq termino medio,bbq ensalada termino medio,bbq papas bbq;5 onzas,5 onzas,3 onzas;3,1,4;Thorn Kitchener;Virgie;Erley;557127;Seamless client-server instruction set
 con salsa bbq gourmet,ensalada papas termino medio,con salsa termino medio Filet;3 onzas,150 ml,5 onzas;3,5,3;Golda Pettegre;Marlane;Rosso;125627;Implemented real-time alliance
 con salsa bbq con salsa,ahumado chocolate gourmet,ahumado bbq ensalada;8 onzas,Grande,8 onzas;5,5,2;Shandeigh D'Ambrosi;Barbette;Doull;804260;Horizontal 3rd generation challenge
 con salsa ahumado rico,con salsa gourmet ensalada,termino medio chocolate papas;mediano,Grande,200 ml;5,1,5;Brier Griffitts;Vickie;Sapsforde;914191;Virtual encompassing collaboration
 con salsa ahumado papas,Filet rico,ahumado con salsa papas;mediano,mediano,personal;4,4,3;Bink Hollingdale;Alberta;Brideaux;223319;Right-sized radical capacity
 con salsa ahumado ensalada,ahumado termino medio rico,ahumado ensalada Filet;personal,pequeño,3 onzas;4,3,5;Gilbert Fendlow;Riane;Patullo;928310;Optimized zero defect hardware
 con salsa ahumado chocolate,termino medio rico papas,Filet gourmet;personal,pequeño,pequeño;3,1,5;Emiline Summerfield;Tamiko;Marle;432861;Organized incremental monitoring
 con salsa ahumado Filet,bbq bbq Filet,Filet ahumado ahumado;personal,5 onzas,500 ml;2,1,4;Garth Heilds;Imogen;Swaysland;48516;Cloned value-added secured line
 con salsa ahumado bbq,gourmet chocolate ensalada,papas Filet ensalada;200 ml,mediano,200 ml;1,5,4;Karol Deave;Mellicent;Tailour;256445;Switchable stable strategy
 con salsa ahumado ahumado,ahumado rico ensalada,papas ahumado ahumado;3 onzas,150 ml,8 onzas;2,1,1;Joycelin Jirasek;Evita;Askem;52899;Reactive impactful help-desk
 con salsa ahumado termino medio,bbq ensalada chocolate,ahumado ensalada termino medio;Grande,8 onzas,personal;5,4,1;Addi Smye;Terza;Brantzen;568803;Open-architected context-sensitive neural-net
 con salsa ahumado gourmet,bbq con salsa con salsa,con salsa ahumado rico;200 ml,Familiar,pequeño;2,5,2;Manon Warwicker;Lind;Pasmore;153254;Profound zero tolerance circuit
 con salsa ahumado con salsa,ensalada ahumado ahumado,ensalada papas con salsa;3 onzas,200 ml,500 ml;3,5,2;Sully Bowle;Kayla;McAvaddy;992303;Triple-buffered user-facing pricing structure
 con salsa termino medio rico,termino medio ensalada ensalada,bbq;mediano,3 onzas,150 ml;2,3,5;Deanna Docherty;Dulsea;Camillo;588936;Multi-tiered 5th generation complexity
 con salsa termino medio papas,con salsa con salsa ahumado,chocolate ensalada termino medio;personal,500 ml,pequeño;4,5,1;Dorthea Woolfoot;Maxy;Pettinger;967673;Right-sized systematic function
 con salsa termino medio ensalada,termino medio gourmet Filet,chocolate rico Filet;500 ml,200 ml,3 onzas;4,1,4;Sabine Ragborne;Blake;Beste;98112;Synchronised asymmetric initiative
 con salsa termino medio chocolate,termino medio gourmet gourmet,bbq gourmet chocolate;pequeño,pequeño,Familiar;3,5,4;Bradan Lightwing;Nolana;Coatman;495205;Synergistic global extranet
 con salsa termino medio Filet,ensalada con salsa,termino medio termino medio ensalada;8 onzas,personal,200 ml;2,2,4;Sharlene Callicott;Adrienne;Ikin;636775;Public-key full-range framework
 con salsa termino medio bbq,bbq chocolate Filet,papas rico rico papas;pequeño,mediano,3 onzas;2,1,5;Casey Sawnwy;Dalila;Pepperd;302206;Universal solution-oriented collaboration
 con salsa termino medio ahumado,Filet rico ahumado,Filet papas papas;Familiar,Familiar,pequeño;2,4,2;Johnath Harbor;Kayle;Millar;826326;Phased motivating intranet
 con salsa termino medio termino medio,Filet ensalada con salsa,ahumado rico rico;Familiar,200 ml,pequeño;3,3,4;Lucine Emburey;Margeaux;Emerton;443578;Progressive holistic pricing structure
 con salsa termino medio gourmet,ensalada rico Filet,Filet Filet;3 onzas,5 onzas,5 onzas;4,1,1;Bradan Whiteway;Fanya;Shildrick;342391;Pre-emptive radical conglomeration
 con salsa termino medio con salsa,ensalada Filet,bbq con salsa Filet;500 ml,3 onzas,500 ml;2,3,3;Alastair Guiel;Ernesta;Croy;430343;Right-sized asynchronous support
 con salsa gourmet rico,termino medio,chocolate papas con salsa;3 onzas,8 onzas,200 ml;3,5,2;Steffie Fibbit;Tobi;Djurisic;380135;Reactive holistic utilisation
 con salsa gourmet papas,Filet termino medio rico,ensalada ahumado termino medio;personal,8 onzas,pequeño;4,4,3;Marnia Grabeham;Rorie;Barrowcliffe;521431;Public-key executive adapter
 con salsa gourmet ensalada,ahumado papas bbq,chocolate con salsa chocolate;Grande,Grande,8 onzas;4,4,1;Brose Sotham;Retha;D'Errico;771296;Ergonomic upward-trending projection
 con salsa gourmet chocolate,con salsa ahumado Filet,termino medio termino medio rico;Grande,mediano,Familiar;5,4,5;Stirling Tullis;Abagail;Pascall;100228;Managed encompassing projection
 con salsa gourmet Filet,chocolate papas rico,chocolate termino medio rico;150 ml,200 ml,pequeño;5,3,4;Lulita Penvarden;Janela;Wrist;111059;Open-source national data-warehouse
 con salsa gourmet bbq,ahumado con salsa bbq,gourmet ahumado rico;personal,500 ml,mediano;1,4,1;Maiga Jannex;Lacy;Sarge;232566;Devolved system-worthy support
 con salsa gourmet ahumado,chocolate rico Filet,ensalada con salsa papas;mediano,3 onzas,Grande;2,2,4;Lanae Thorburn;Roana;Redihalgh;542524;Multi-tiered 6th generation Graphical User Interface
 con salsa gourmet termino medio,con salsa chocolate con salsa,gourmet con salsa;150 ml,8 onzas,Grande;4,4,1;Glynnis Dilliway;Sibylle;Medd;120488;Quality-focused zero defect software
 con salsa gourmet gourmet,ensalada bbq ensalada,con salsa rico rico;personal,500 ml,mediano;5,5,4;Rose Nevins;Aigneis;Donett;383228;Vision-oriented foreground archive
 con salsa gourmet con salsa,Filet rico termino medio,chocolate chocolate gourmet;mediano,mediano,150 ml;4,1,4;Pren Cianelli;Taffy;Falconer-Taylor;411706;Centralized local utilisation
 con salsa con salsa rico,con salsa ensalada rico,ensalada con salsa ahumado;mediano,5 onzas,5 onzas;2,1,3;Goldarina Godehard.sf;Priscilla;Barry;313258;Innovative zero administration intranet
 con salsa con salsa papas,ahumado ensalada chocolate,papas rico chocolate;personal,mediano,personal;2,1,5;Elna Coppock.;Muire;Flageul;252592;Progressive demand-driven focus group
 con salsa con salsa ensalada,ensalada termino medio gourmet,ensalada termino medio;5 onzas,500 ml,150 ml;1,5,1;Erik Mundall;Robbyn;Sharpin;870543;Total optimizing workforce
 con salsa con salsa chocolate,termino medio bbq ensalada,termino medio rico con salsa;Grande,150 ml,pequeño;2,4,1;Myrta Stut;Alisa;Klees;263728;Seamless real-time circuit
 con salsa con salsa Filet,Filet rico papas,ahumado ahumado gourmet;500 ml,5 onzas,pequeño;1,3,5;Boothe Kleiner;Leola;Maundrell;204892;Universal demand-driven concept
 con salsa con salsa bbq,termino medio con salsa papas,gourmet gourmet ahumado;150 ml,Familiar,8 onzas;4,3,1;Lucille Stockle;Jaimie;Spadazzi;709918;Visionary homogeneous time-frame
 con salsa con salsa ahumado,con salsa gourmet,con salsa ahumado ensalada;150 ml,mediano,personal;1,1,4;Piotr Penkethman;Joyann;Haseldine;627422;De-engineered neutral framework
 con salsa con salsa termino medio,termino medio chocolate rico,con salsa papas con salsa;mediano,200 ml,mediano;1,2,5;Ellis Currie;Gennifer;Greathead;836909;Inverse context-sensitive local area network
 con salsa con salsa gourmet,chocolate chocolate bbq,termino medio papas rico;pequeño,mediano,pequeño;3,1,5;Tamiko Lockwood;Gay;Kupke;489305;Reduced even-keeled orchestration
 con salsa con salsa con salsa,con salsa gourmet gourmet,papas chocolate papas;3 onzas,Familiar,personal;1,4,1;Alvie Hucknall;Sibeal;Watling;432176;Cloned holistic migration
 papas rico rico rico,gourmet termino medio papas,con salsa bbq ensalada;Familiar,Familiar,150 ml;1,4,4;Leeann Skipsea;Pearl;MacGinlay;799560;Realigned empowering secured line
